            0.005222,         2076.383056, 134027946060.038071,            0.332666,            0.006406,            0.393185,            0.306372,           11.456371,           47.191219,           43.555205,           33.803719,           31.488023,           19.651778,           21.974542,           27.758859,           28.448975,           21.933829,           25.848238,           26.002527,           28.386646,           26.846967
            0.005644,         2364.777214, 111909991358.051147,            0.347518,            0.003179,            0.311485,            0.323668,            6.062281,           51.382337,           47.665729,           51.917987,           51.076046,           25.909671,           24.450837,           28.322090,           30.921155,           27.034037,           24.777248,           33.697794,           27.082210,           28.455029
            0.005521,         2822.172026,  64750647594.935295,            0.318167,            0.007846,            0.364299,            0.547494,            7.927130,           19.239787,           18.742919,           23.852752,           28.562505,           29.806674,           27.026879,           25.628240,           31.107335,           30.622746,           27.804926,           32.915287,           29.040658,           25.643624
            0.005274,         2597.436618,  84319271728.762054,            0.292440,            0.008558,            0.501862,            0.314023,            9.646385,           35.784456,           31.084694,           12.448846,           24.043016,           25.255395,           24.559493,           29.881372,           23.887555,           27.766838,           27.549967,           27.667652,           24.762929,           26.674858
            0.005208,         2612.381999,  88803622392.601837,            0.313430,            0.001945,            0.515703,            0.401151,            2.254708,           19.971048,           15.646078,           21.660362,           32.011523,           21.847321,           25.363755,           27.702193,           26.986064,           28.483150,           26.213220,           28.613285,           24.996616,           24.855397
            0.006379,         2601.459322, 123824894837.147766,            0.344170,            0.004304,            0.482390,            0.363173,           13.077096,           43.486442,           39.775537,           25.803808,           19.649999,           24.205418,           28.202719,           26.320973,           28.567178,           24.522880,           26.975198,           33.108563,           24.461228,           29.904371
            0.006783,         2170.651228, 139050989793.407104,            0.298757,            0.009802,            0.508212,            0.579433,           38.920333,           29.610696,           22.498403,           15.151383,           25.510622,           26.253066,           22.519116,           23.247181,           26.698030,           21.343518,           22.335156,           24.639804,           25.992225,           23.140726
            0.005114,         2222.571105, 104416923517.732941,            0.282360,            0.005314,            0.371837,            0.456214,            6.720116,           33.862757,           28.575837,           14.514220,           25.999605,           25.800468,           24.491036,           21.957135,           26.710352,           22.614364,           27.121175,           22.036442,           26.640764,           21.718772
            0.005893,         2944.999914, 111576062690.835693,            0.314984,            0.001055,            0.492148,            0.419593,            2.228591,           31.195451,           24.763222,           19.858017,           32.348986,           28.326896,           24.287787,           26.602630,           28.536993,           28.239302,           24.778780,           27.897140,           26.384606,           27.394813
            0.006752,         2096.447503,  90507983535.321045,            0.254613,            0.006021,            0.567064,            0.539443,           14.947893,           15.528973,           17.526939,           21.185841,           26.432335,           20.764105,           24.730673,           25.620242,           22.383458,           22.593118,           25.341311,           19.482358,           24.330168,           24.959721
            0.005532,         2635.515244, 141743915995.383240,            0.312394,            0.004951,            0.502130,            0.460738,           10.971316,           28.641809,           21.671578,           18.275810,           28.129542,           26.824409,           21.104964,           26.126280,           25.448739,           23.608342,           22.896459,           26.068389,           25.309875,           25.463484
            0.006285,         2182.506839,  88779316557.672119,            0.329003,            0.008374,            0.584540,            0.461089,           17.247765,           20.115683,           14.304777,           20.415954,           26.960880,           18.980165,           22.946002,           26.016627,           24.332120,           26.473929,           23.535878,           24.581304,           22.877068,           24.894434
